Title,Impact factor,Publisher,Categories
Society of Petroleum Engineers - SPE International Oilfield Scale Conference and Exhibition 2018,,,
Society of Petroleum Engineers - SPE Kingdom of Saudi Arabia Annual Technical Symposium and Exhibition 2017,,,
"Society of Petroleum Engineers - SPE Kingdom of Saudi Arabia Annual Technical Symposium and Exhibition 2018	 SATS 2018",,,
Society of Petroleum Engineers - SPE Kuwait Oil and Gas Show and Conference 2017,,,
"Society of Petroleum Engineers - SPE Kuwait Oil and Gas Show and Conference 2019	 KOGS 2019",,,
Society of Petroleum Engineers - SPE Latin America and Caribbean Mature Fields Symposium 2017,,,
Society of Petroleum Engineers - SPE Liquids - Rich Basins Conference - North America 2017,,,
"Society of Petroleum Engineers - SPE Liquids-Rich Basins Conference - North America 2018	 LRBC 2018",,,
Society of Petroleum Engineers - SPE Middle East Artificial Lift Conference and Exhibition 2016,,,
"Society of Petroleum Engineers - SPE Middle East Artificial Lift Conference and Exhibition 2018	 MEAL 2018",,,
"Society of Petroleum Engineers - SPE Nigeria Annual International Conference and Exhibition 2018	 NAIC 2018",,,
"Society of Petroleum Engineers - SPE Nigeria Annual International Conference and Exhibition 2019	 NAIC 2019",,,
Society of Petroleum Engineers - SPE Norway One Day Seminar 2018,,,
Society of Petroleum Engineers - SPE Norway One Day Seminar 2019,,,
Society of Petroleum Engineers - SPE Offshore Europe Conference and Exhibition 2017,,,
"Society of Petroleum Engineers - SPE Offshore Europe Conference and Exhibition 2019	 OE 2019",,,
Society of Petroleum Engineers - SPE Oil and Gas India Conference and Exhibition 2017,,,
"Society of Petroleum Engineers - SPE Oil and Gas India Conference and Exhibition 2019	 OGIC 2019",,,
Society of Petroleum Engineers - SPE Oklahoma City Oil and Gas Symposium 2017,,,
"Society of Petroleum Engineers - SPE Oklahoma City Oil and Gas Symposium 2019	 OKOG 2019",,,
"Society of Petroleum Engineers - SPE Reservoir Characterisation and Simulation Conference and Exhibition	 RCSC 2017",,,
Society of Petroleum Engineers - SPE Reservoir Simulation Conference 2017,,,
"Society of Petroleum Engineers - SPE Reservoir Simulation Conference 2019	 RSC 2019",,,
Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2017,,,
"Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2018	 RPTC 2018",,,
"Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference 2019	 RPTC 2019",,,
"Society of Petroleum Engineers - SPE Subsea Well Intervention Symposium 2019	 SSI 2019",,,
"Society of Petroleum Engineers - SPE Symposium: Asia Pacific Health	 Safety	 Security	 Environment and Social Responsibility 2019",,,
Society of Petroleum Engineers - SPE Symposium: Decommissioning and Abandonment 2018,,,
Society of Petroleum Engineers - SPE Symposium: Production Enhancement and Cost Optimisation 2017,,,
Society of Petroleum Engineers - SPE Thermal Well Integrity and Design Symposium 2017,,,
"Society of Petroleum Engineers - SPE Thermal Well Integrity and Design Symposium 2018	 TWID 2018",,,
Society of Petroleum Engineers - SPE Trinidad and Tobago Section Energy Resources Conference 2018,,,
Society of Petroleum Engineers - SPE Unconventional Resources Conference 2017,,,
Society of Petroleum Engineers - SPE/AAPG Africa Energy and Technology Conference 2016,,,
Society of Petroleum Engineers - SPE/DGS Saudi Arabia Section Technical Symposium and Exhibition 2011,,,
Society of Petroleum Engineers - SPE/IADC Managed Pressure Drilling and Underbalanced Operations Conference and Exhibition 2017,,,
Society of Petroleum Engineers - SPE/IADC Managed Pressure Drilling and Underbalanced Operations Conference and Exhibition 2018,,,
Society of Petroleum Engineers - SPE/IATMI Asia Pacific Oil and Gas Conference and Exhibition 2017,,,
"Society of Petroleum Engineers - SPE/IATMI Asia Pacific Oil and Gas Conference and Exhibition 2019	 APOG 2019",,,
Society of Petroleum Engineers - SPE/ICoTA Coiled Tubing and Well Intervention Conference and Exhibition 2017,,,
Society of Petroleum Engineers - SPE/ICoTA Coiled Tubing and Well Intervention Conference and Exhibition 2018,,,
"Society of Petroleum Engineers - SPE/ICoTA Coiled Tubing Conference and Exhibition 2003	 CT 2003",,,
Society of Petroleum Engineers - SPE/ICoTA Well Intervention Conference and Exhibition 2019,,,
Society of Petroleum Engineers - SPE/PAPG Pakistan Section Annual Technical Conference and Exhibition 2017,,,
Socijalna Ekologija,,,
Socijalna Psihijatrija,,,
Sociobiology,,,
Socio-Economic Planning Sciences,,,
Socio-Economic Review,,,
Sociolinguistic Studies,,,
Sociologia,,,
Sociologia del Lavoro,,,
Sociologia e Antropologia,,,
Sociologia e Ricerca Sociale,,,
Sociologia Ruralis,,,
Sociologia Urbana e Rurale,,,
Sociologia y Tecnociencia,,,
"Sociologia	 Problemas e Praticas",,,
Sociologias,,,
Sociologica,,,
"Sociological Bulletin	 The",,,
Sociological Focus,,,
Sociological Forum,,,
Sociological Inquiry,,,
Sociological Methodology,,,
Sociological Methods and Research,,,
Sociological Perspectives,,,
Sociological Quarterly,,,
Sociological Research Online,,,
Sociological Review,,,
Sociological Science,,,
Sociological Spectrum,,,
Sociological Studies of Children and Youth,,,
Sociological Theory,,,
Sociological Theory and Methods,,,
Sociologicky Casopis,,,
Sociologie du Travail,,,
Sociologija,,,
Sociologija i Prostor,,,
Sociologisk Forskning,,,
Sociologus,,,
Sociology,,,
Sociology Compass,,,
"Sociology of Crime	 Law	 and Deviance",,,
Sociology of Development,,,
Sociology of Education,,,
Sociology of Health and Illness,,,
Sociology of Religion,,,
Sociology of Sport Journal,,,
Sodobna Pedagogika,,,
Soft Computing,,,
Soft Materials,,,
Soft Matter,,,
Soft Robotics,,,
Software - Practice and Experience,,,
Software and Systems Modeling,,,
Software Quality Journal,,,
Software Testing Verification and Reliability,,,
Software-Intensive Cyber-Physical Systems,,,
"SoftwareMining 2017 - Proceedings of the 2017 6th IEEE/ACM International Workshop on Software Mining	 co-located with ASE 2017",,,
"SoftwareMining 2018 - Proceedings of the 7th International Workshop on Software Mining	 co-located with ASE 2018",,,
SoftwareX,,,
SOIL,,,
Soil and Environment,,,
Soil and Sediment Contamination,,,
Soil and Tillage Research,,,
Soil and Water Research,,,
Soil Biology and Biochemistry,,,
Soil Dynamics and Earthquake Engineering,,,
Soil Mechanics and Foundation Engineering,,,
Soil Research,,,
Soil Science,,,
Soil Science and Plant Nutrition,,,
Soil Science Annual,,,
Soil Science Society of America Journal,,,
Soil Use and Management,,,
Soils and Foundations,,,
Soils and Rocks,,,
Soins Aides - Soignantes,,,
Soins Gerontologie,,,
Soins Pediatrie/Puericulture,,,
Soins Psychiatrie,,,
Soins; la revue de reference infirmiere,,,
Sojourn,,,
Sokendai Review of Cultural and Social Studies,,,
SOLAR 2018 - 47th National Solar Conference of the American Solar Energy Society,,,
Solar Energy,,,
Solar Energy Materials and Solar Cells,,,
Solar Physics,,,
Solar RRL,,,
Solar System Research,,,
Soldagem e Inspecao,,,
Soldering and Surface Mount Technology,,,
Solid Earth,,,
Solid Earth Sciences,,,
Solid Fuel Chemistry,,,
Solid Mechanics and its Applications,,,
Solid State Communications,,,
Solid State Ionics,,,
Solid State Nuclear Magnetic Resonance,,,
Solid State Phenomena,,,
Solid State Sciences,,,
Solid State Technology,,,
Solid-State Electronics,,,
Solnecno-Zemnaa Fizika,,,
"Solutions for Sustainable Development - Proceedings of the 1st International Conference on Engineering Solutions for Sustainable Development	 ICES2D 2019",,,
Solvent Extraction and Ion Exchange,,,
Solvent Extraction Research and Development,,,
Somatechnics,,,
Somnologie,,,
Songklanakarin Journal of Science and Technology,,,
Sophia,,,
SORT,,,
SOSP 2017 - Proceedings of the 26th ACM Symposium on Operating Systems Principles,,,
SOSP 2019 - Proceedings of the 27th ACM Symposium on Operating Systems Principles,,,
SOSR 2017 - Proceedings of the 2017 Symposium on SDN Research,,,
SOSR 2019 - Proceedings of the 2019 ACM Symposium on SDN Research,,,
Sotsiologicheskie issledovaniia,,,
Sotsiologicheskiy Zhurnal,,,
Sotsiologicheskoe Obozrenie,,,
Soudni Lekarstvi,,,
Souls,,,
Sound and Vibration,,,
Soundings,,,
SOUPS 2015 - Proceedings of the 11th Symposium on Usable Privacy and Security,,,
SOUPS 2016 - 12th Symposium on Usable Privacy and Security,,,
Source,,,
Source Code for Biology and Medicine,,,
South,,,
South African Archaeological Bulletin,,,
South African Computer Journal,,,
South African Family Practice,,,
South African Gastroenterology Review,,,
South African Historical Journal,,,
"South African Journal for Research in Sport	 Physical Education and Recreation",,,
South African Journal of Accounting Research,,,
South African Journal of African Languages,,,
South African Journal of Animal Sciences,,,
South African Journal of Botany,,,
South African Journal of Business Management,,,
South African Journal of Chemical Engineering,,,
South African Journal of Chemistry,,,
South African Journal of Childhood Education,,,
South African Journal of Clinical Nutrition,,,
"South African journal of communication disorders. Die Suid-Afrikaanse tydskrif vir Kommunikasieafwykings	 The",,,
South African Journal of Economic and Management Sciences,,,
South African Journal of Economics,,,
South African Journal of Education,,,
South African Journal of Enology and Viticulture,,,
South African Journal of Geology,,,
South African Journal of Industrial Engineering,,,
South African Journal of International Affairs,,,
South African Journal of Obstetrics and Gynaecology,,,
South African Journal of Philosophy,,,
South African Journal of Physiotherapy,,,
South African Journal of Plant and Soil,,,
South African Journal of Psychiatry,,,
South African Journal of Psychology,,,
South African Journal of Radiology,,,
South African Journal of Science,,,
South African Journal of Surgery,,,
South African Journal on Human Rights,,,
South African Medical Journal,,,
South African Review of Sociology,,,
South African Statistical Journal,,,
South African Theatre Journal,,,
South American Journal of Herpetology,,,
South Asia Economic Journal,,,
South Asia Research,,,
South Asia: Journal of South Asia Studies,,,
South Asian Diaspora,,,
South Asian History and Culture,,,
South Asian Journal of Business and Management Cases,,,
South Asian Journal of Business Studies,,,
South Asian Journal of Human Resources Management,,,
South Asian Journal of Macroeconomics and Public Finance,,,
South Asian Popular Culture,,,
South Asian Studies,,,
South Atlantic Quarterly,,,
South Australian Ornithologist,,,
South Central Review,,,
South Dakota medicine : the journal of the South Dakota State Medical Association,,,
South East Asia Research,,,
South East European Journal of Economics and Business,,,
South Eastern European Journal of Public Health,,,
South European Society and Politics,,,
"South of Russia: Ecology	 Development",,,
Southeast Asian Journal of Economics,,,
Southeast Asian Journal of Tropical Medicine and Public Health,,,
Southeast Asian Studies,,,
"South-East Europe Design Automation	 Computer Engineering	 Computer Networks and Social Media Conference	 SEEDA_CECNSM 2018",,,
"South-East Europe Design Automation	 Computer Engineering	 Computer Networks and Social Media Conference	 SEEDA-CECNSM 2017",,,
South-East European Forestry,,,
Southeastern Archaeology,,,
Southeastern Europe,,,
Southeastern Geographer,,,
Southeastern Geology,,,
Southeastern Naturalist,,,
Southern African Geographical Journal,,,
Southern African Humanities,,,
Southern African Journal of Anaesthesia and Analgesia,,,
Southern African Journal of Critical Care,,,
Southern African Journal of HIV Medicine,,,
Southern African Linguistics and Applied Language Studies,,,
Southern California Law Review,,,
"Southern Communication Journal	 The",,,
Southern Cultures,,,
Southern Economic Journal,,,
Southern Forests,,,
Southern Humanities Review,,,
Southern Journal of Philosophy,,,
Southern Medical Journal,,,
Southwestern Entomologist,,,
Southwestern Historical Quarterly,,,
"South-Western Journal of Horticulture	 Biology and Environment",,,
Southwestern Naturalist,,,
Soviet and Post Soviet Review,,,
Soviet and Post-Soviet Politics and Society,,,
Sovremennaya Evropa,,,
Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa,,,
Sovremennye Tehnologii v Medicine,,,
Soziale Welt,,,
Sozialer Fortschritt,,,
Space and Culture,,,
"Space and Culture	 India (discontinued)",,,
Space and Polity,,,
Space Policy,,,
Space Research Today,,,
Space Science Reviews,,,
Space Weather,,,
SPAFA Journal,,,
SPAL,,,
Spanish in Context,,,
Spanish Journal of Agricultural Research,,,
Spanish Journal of Marketing - ESIC,,,
Spanish Journal of Paleontology,,,
Spanish Journal of Psychology,,,
Spanish Journal of Soil Science,,,
Spanish Review of Financial Economics,,,
Spatial and Spatio-temporal Epidemiology,,,
Spatial Cognition and Computation,,,
Spatial Economic Analysis,,,
Spatial Statistics,,,
Spatium,,,
"SPCEB-Boston 2017 - IEEE Symposium on Product Compliance Engineering	 Proceedings",,,
"SPCEB-Boston 2018 - IEEE Symposium on Product Compliance Engineering	 Proceedings",,,
SPCOM 2018 - 12th International Conference on Signal Processing and Communications,,,
SPE Drilling and Completion,,,
SPE Eastern Regional Meeting,,,
SPE Economics and Management,,,
SPE International Oilfield Chemistry Symposium Proceedings,,,
SPE Journal,,,
SPE Latin American and Caribbean Petroleum Engineering Conference Proceedings,,,
SPE Production and Operations,,,
SPE Reservoir Evaluation and Engineering,,,
SPE Western Regional Meeting Proceedings,,,
SPE/AAPG Western Regional Meetings,,,
"SPE/AAPG/SEG Asia Pacific Unconventional Resources Technology Conference 2019	 APUR 2019",,,
SPE/AAPG/SEG Unconventional Resources Technology Conference 2017,,,
"SPE/AAPG/SEG Unconventional Resources Technology Conference 2018	 URTC 2018",,,
"SPE/AAPG/SEG Unconventional Resources Technology Conference 2019	 URTC 2019",,,
"SPE/IADC Drilling Conference	 Proceedings",,,
Special Care in Dentistry,,,
Special Matrices,,,
Special Paper of the Geological Society of America,,,
"Special Report - National Research Council	 Transportation Research Board",,,
Special Topics and Reviews in Porous Media,,,
Special Topics in Particle Technology 2018 - Topical at the 8th World Congress on Particle Technology,,,
Speciality Petrochemicals,,,
Specialusis Ugdymas,,,
Species Diversity,,,
Specijalna Edukacija i Rehabilitacija,,,
Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,,,
"Spectrochimica Acta	 Part B: Atomic Spectroscopy",,,
Spectroscopic Properties of Inorganic and Organometallic Compounds,,,
Spectroscopy (Santa Monica),,,
Spectroscopy Europe,,,
Spectroscopy Letters,,,
Speculum,,,
Speech Communication,,,
"Speech	 Language and Hearing",,,
"SPEEDAM 2018 - Proceedings: International Symposium on Power Electronics	 Electrical Drives	 Automation and Motion",,,
Spektrum der Augenheilkunde,,,
Spenser Studies,,,
Spermova,,,
Spiegel der Letteren,,,
SPIIRAS Proceedings,,,
SPIN,,,
SPIN 2017 - Proceedings of the 24th ACM SIGSOFT International SPIN Symposium on Model Checking of Software,,,
Spinal Cord,,,
Spinal cord series and cases,,,
Spine,,,
Spine Deformity,,,
Spine Journal,,,
